title,images,colors,material,size,pieces,description,0,1,2,3,4,5,6,7,8,Desi,bullet,keywords,manufacturer,UK ID,AU ID,MX ID,TR ID,AE ID,SG ID,JP ID,CA ID,US item_type_keyword,IT ID,FR ID,ES ID,PL ID,NL ID,DE ID,BG ID,SE ID,item type name
Lampshade Lighting Green Home Decor Modern Table Wooden Lamp Indoor Decorative Lampshade,65,green,wooden,28x28x61,1,"The design is wooden lampshade.
You can easily use it in every corner of your home.
It has a modern and stylish design.
It is decorated with geometric pieces.
Product dimensions are 18x61 cm.",,569,569,600,,600,645,635,681,11,It is produced as a special design.= You can use it in many corners of your home. = You can clean it with a damp cloth.,lampshade; stylish; modern; wood; lighting; home decoration; lamp; library; study room; bedroom; decorative; living room; personal belongings; furniture; pine; kitchen,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Lighting Black Home Decor Modern Table Wooden Lamp Indoor Decorative Lampshade,62,black,wooden,28x28x61,1,"The design is wooden lampshade.
You can easily use it in every corner of your home.
It has a modern and stylish design.
It is decorated with geometric pieces.
Product dimensions are 18x61 cm.",,569,569,600,,600,645,635,681,11,It is produced as a special design.= You can use it in many corners of your home. = You can clean it with a damp cloth.,lampshade; stylish; modern; wood; lighting; home decoration; lamp; library; study room; bedroom; decorative; living room; personal belongings; furniture; pine; kitchen,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Indoor Table Lampshade Decoration Lighting Light Lamp Decorative Lampshade,"74,75,76",black,metal,23x23x45,1,"You can use it in every corner of your home.
Feet are made of metal material.
There are electrical installation equipment in CE Standards.
The cable length is 1.5 meters.
It has an on/off button.
Product dimensions 23x45",,211,211,236,,236,269,263,282,5,Easy to clean.= Easy to install.= Single leg.,lamp; lighting; light; lampshade; house; interior; decoration; lampshade; bedroom; modern; design; stylish; sphere; metal; black; decorative; sconce; wired,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Decorative Indoor Lighting Wood Design Lampshade Light Table Lamp 15x30 cm Lampshade,"77,78,79,80,81",beige,wooden,15x15x30,1,"You can use it in every corner of your home.
Made with wood.
You can clean it with a damp cloth.
It has a long cable.
It has an on/off button.
Product dimensions 15x30",,141,141,147,,147,164,159,166,2,It has one leg.= It is designed with wooden material.= It is embroidered.,lampshade; lighting; light; modern; table lighting; lamp; desk lamp; house; decorative; design; lampshade; bedroom; living room; home decoration; natural; wood,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Home Lighting Indoor Modern  Lampshade Table Lamp Design Cleanable 22x40 cm Decorative Lampshade,"83,84,85,86",natural,wooden,22x22x40,1,"You can use it in every corner of your home.
It is made of wood material.
The hat part is made of fabric material.
You can clean it with a damp cloth.
The hat is disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 22x40",,161,161,184,,184,212,206,222,4,Easy to clean.= Wooden design.= Made with hat part.,lampshade; lighting; light; modern; table lighting; Lamp; desk lamp; house; decorative; lampshade; bedroom; living room; home decoration; natural; wooden,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Design Indoor Lighting Table Lamp Table Lampshade 15x31 Cm Lamp Decorative Light Lampshade,"90,87,88,89",brown,wooden,15x15x31,1,"You can use it in every corner of your home.
It is made of wood material.
The hat part is made of fabric material.
You can clean it with a damp cloth.
The hat is disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 15x31",,141,141,147,,147,164,159,166,2,It is a specially designed product.= Easy to install.=Easy to clean.,lampshade; lighting; light; modern; table lighting; lamp; desk lamp; house; decorative; lampshade; bedroom; living room; home decoration; natural; brown,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Gold Table Lamp Indoor Lighting Table Lampshade Decorative Light Night 22x45 cm Modern Lampshade,"93,92,91",gold,metal,22x22x45,1,"You can use it in every corner of your home.
It is made of metal material.
The hat part is made of fabric material.
You can clean it with a damp cloth.
The hat is disassembled.
It has a long cord.
It is recommended to use a maximum of 9-15w led bulbs.
It has an on/off button.
Product dimensions 22x45",,167,167,192,,192,225,219,238,5,It is a specially designed product.= Easy to install.=Easy to clean.,lamp; lighting; light; lampshade; house; interior; decoration; lampshade; bedroom; modern; design; stylish; sphere; metal; black; decorative; sconce; wired,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Decorative Light Table Lamp 25x38 cm Indoor Lighting Table Lampshade Blue Pattern Lampshade,97,blue,porcelain,25x35x38,1,"You can use it in every corner of your home.
It is made of porcelain material.
The hat part is made of fabric material.
You can clean it with a damp cloth.
The hat is disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 25x38",,213,213,238,,238,271,265,284,5,It is produced with porcelain material.= Easy to clean.= Easy to install.,porcelain; lampshade; lamp; lighting; light; decoration; desk lamp; bedroom; house; decorative lampshade; interior; decorative; blue; white; modern; design,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Decorative Light Table Lamp 25x38 cm Indoor Lighting Table Lampshade White Pattern Lampshade,94,white,porcelain,25x35x38,1,"You can use it in every corner of your home.
It is made of porcelain material.
The hat part is made of fabric material.
You can clean it with a damp cloth.
The hat is disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 25x38",,213,213,238,,238,271,265,284,5,It is produced with porcelain material.= Easy to clean.= Easy to install.,porcelain; lampshade; lamp; lighting; light; decoration; desk lamp; bedroom; house; decorative lampshade; interior; decorative; blue; white; modern; design,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Decorative Light Table Lamp Indoor Lighting Table Lampshade Wired Black Night Light 30X50 Metal Lampshade,"100,101",black,metal,30x30x50,1,"You can use it in every corner of your home.
It is made of metal material.
The hat part is made of fabric material.
You can clean it with a damp cloth.
The hat is disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 30x50",,200,200,229,,229,269,260,301,9,It is made of metal.= It has a modern design.= It can be cleaned easily.,lampshade; lamp; lighting; light; decoration; desk lamp; bedroom; house; decorative lampshade; interior; decorative; black; modern; design; metal; living room,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Decorative Table Brown Lamp Indoor  Lampshade Wired Home Night Light 19x49 cm Wood Handmade Lampshade,"103,102,104",brown,wooden,19x30x49,1,"It is made of wood material.
The hat part is made of wood-processed material.
You can clean it with a damp cloth.
The hat is disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 19x49",,188,188,215,,215,249,242,266,6,It is made of wooden material.= Easy to install.= It is a wired lampshade.,lampshade; lamp; lighting; light; decoration; desk lamp; bedroom; house; decorative lampshade; interior; decorative; brown; modern; design; wood; living room,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Decorative Light Table Lamp Indoor Lighting  Wired Home Decoration 25x42 cm Modern Design Lampshade,"107,108,106,105",white,wooden,25x25x42,1,"It is made of wood material.
It is a specially designed product with an angel figure.
You can clean it with a damp cloth.
The hat is disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 25x25x42",,171,171,198,,198,232,225,245,6,It is a wired lampshade.= Made of wood material.= Easy to clean.,lampshade; lamp; lighting; light; decoration; desk lamp; bedroom; house; decorative lampshade; interior; decorative; white; modern; design; wood; living room,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Decorative Light Table Lamp Indoor Lighting Handmade Wicker Lampshade Home Table Night Light 23x41cm ,"109,110,111",black,ceramic,23x23x41,1,"It is made of ceramic material.
The hat is made of natural yarn.
Wipe with a damp cloth without detergent, do not wipe with a wet wipe.
The hat is disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 23x23x41",,189,189,214,,214,247,241,260,5,It is handmade.= Easy to clean.= Easy to install.,lampshade; lamp; lighting; light; decoration; desk lamp; bedroom; house; decorative lampshade; interior; decorative; black; modern; design; ceramic; living room; lighting,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Decorative Light Indoor Lighting Table Handmade Lampshade Home Night Light 19x24cm Modern Design Lampshade,112,natural,wooden,19x19x24,1,"It is made of wood material.
The legs are made of metal.
Wipe with a damp cloth without detergent, do not wipe with a wet wipe.
The hat is disassembled.
It has a long cord.
It is suggested to use max 5-9w led bulbs
It has an on/off button.
Product dimensions 19x19x24",,152,152,158,,158,175,170,177,2,It is produced with natural wood.= Easy to clean.= It is a design product.,lampshade; lamp; lighting; light; decoration; desk lamp; house; decorative lampshade; interior; decorative; bedroom; natural; modern; design; wood; living room; lighting;,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Decorative Light White Indoor Lighting Table Lamp Glass Lampshade Home Decoration Wired Night Light 15x36cm ,"113,114,115",white,glass,15x36x36,1,"It adds elegance to your home with its crystal design.
It is made of glass material.
The legs are made of metal.
Wipe with a damp cloth without detergent, do not wipe with a wet wipe.
The hat part is fabric and disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 15x36x36",,134,134,157,,157,185,179,195,4,It is designed with crystal material.= Easy to clean.= It is a wired lampshade.,lampshade; lamp; lighting; light; decoration; desk lamp; house; decorative lampshade; interior; decorative; bedroom; pine; entrance; modern; design; crystal; living room; lighting;,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Decorative Lamp Beige Indoor Lighting  Fabric Cap  Glass Lampshade Home Decoration 22x37 cm Modern Design Lampshade,116,beige,plastic,22x17x37,1,"It adds elegance to your home with its modern design.
It is made of metal foot and plastic base material.
Wipe with a damp cloth without detergent.
The hat part is fabric and disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 22x17x37 cm",,128,128,144,,144,168,162,172,3,It is produced as a special design.= You can use it in many corners of your home. = You can clean it with a damp cloth.,lampshade; lamp; lighting; light; decoration; desk lamp; house; decorative lampshade; interior; decorative; bedroom; login; modern; design; crystal; living room; lighting; indoor lighting,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Decorative Lamp Red Indoor Lighting  Fabric Cap  Glass Lampshade Home Decoration 22x37 cm Modern Design Lampshade,118,red,plastic,22x17x37,1,"It adds elegance to your home with its modern design.
It is made of metal foot and plastic base material.
Wipe with a damp cloth without detergent.
The hat part is fabric and disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 22x17x37 cm",,128,128,144,,144,168,162,172,3,It is produced as a special design.= You can use it in many corners of your home. = You can clean it with a damp cloth.,lampshade; lamp; lighting; light; decoration; desk lamp; house; decorative lampshade; interior; decorative; bedroom; login; modern; design; crystal; living room; lighting; indoor lighting,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Decorative Lamp Black Indoor Lighting  Fabric Cap  Glass Lampshade Home Decoration 22x37 cm Modern Design Lampshade,120,black,plastic,22x17x37,1,"It adds elegance to your home with its modern design.
It is made of metal foot and plastic base material.
Wipe with a damp cloth without detergent.
The hat part is fabric and disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 22x17x37 cm",,128,128,144,,144,168,162,172,3,It is produced as a special design.= You can use it in many corners of your home. = You can clean it with a damp cloth.,lampshade; lamp; lighting; light; decoration; desk lamp; house; decorative lampshade; interior; decorative; bedroom; login; modern; design; crystal; living room; lighting; indoor lighting,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Decorative Lamp Cream Indoor Lighting  Fabric Cap  Glass Lampshade Home Decoration 22x37 cm Modern Design Lampshade,122,cream,plastic,22x17x37,1,"It adds elegance to your home with its modern design.
It is made of metal foot and plastic base material.
Wipe with a damp cloth without detergent.
The hat part is fabric and disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 22x17x37 cm",,128,128,144,,144,168,162,172,3,It is produced as a special design.= You can use it in many corners of your home. = You can clean it with a damp cloth.,lampshade; lamp; lighting; light; decoration; desk lamp; house; decorative lampshade; interior; decorative; bedroom; login; modern; design; crystal; living room; lighting; indoor lighting,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Home Decorative Fabric Cover Light Table Lamp Indoor Lighting Marble Lampshade Home Decor Wired Night Light 28x51cm ,124,cream,marble,28x28x51,1,"It is made of specially designed marble material.
Use soap and water for cleaning marble products. After cleaning, be sure to dry it with a soft cloth. Avoid contact with Chemical Cleaning Materials.
The hat part is fabric and disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 22x17x37 cm",,332,332,361,,361,398,390,425,8,It is produced as a special design.= It has easy installation and cable.= You can clean it with a damp cloth.,lampshade; lamp; lighting; light; decoration; desk lamp; house; decorative lampshade; interior; decorative; bedroom; special; modern; design; marble; living room; lighting; interior; gift; lighting,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
Lampshade Home Decorative Fabric Cover Light Table Lamp Indoor Lighting Marble Lampshade Home Decor Wired Night Light 28x51cm ,128,black,marble,28x28x51,1,"It is made of specially designed marble material.
Use soap and water for cleaning marble products. After cleaning, be sure to dry it with a soft cloth. Avoid contact with Chemical Cleaning Materials.
The hat part is fabric and disassembled.
It has a long cord.
It has an on/off button.
Product dimensions 22x17x37 cm",,332,332,361,,361,398,390,425,8,It is produced as a special design.= It has easy installation and cable.= You can clean it with a damp cloth.,lampshade; lamp; lighting; light; decoration; desk lamp; house; decorative lampshade; interior; decorative; bedroom; special; modern; design; marble; living room; lighting; interior; gift; lighting,eWorldpartner,10709351,4989981051,9886302011,,,6935687051,2134007051,3130309011,lampshades,1904591031,248382031,4204460031,2078592031,16454252031,248311031,27646922031,20637623031,"Lampshade, Lighting"
